A+AF8-id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
2310.0,+AC0-1.072557405,+AC0-1.030779899,0.619457809,2.405212292,+AC0-0.049185447,0.704282549,0.273804412,1.0
2311.0,3.048418182,+AC0-1.417848054,+AC0-3.72096517,1.870029037,1.671063222,0.753143735,+AC0-0.116938612,1.0
2312.0,+AC0-1.318784297,+AC0-0.955732508,+AC0-1.514348808,+AC0-1.254352291,6.226447507,1.16460628,3.080107647,0.0
2313.0,3.818402753,0.020783241,+AC0-1.556678005,+AC0-0.553346779,3.331979805,0.277485971,1.639280607,1.0
2314.0,0.218231451,+AC0-3.116587945,4.143229312,1.481697532,1.388503744,0.840105671,+AC0-1.635404402,1.0
2315.0,+AC0-1.925099776,+AC0-0.066188112,+AC0-3.765721909,0.271368432,+AC0-1.263130724,3.659783004,+AC0-0.465744571,0.0
2316.0,0.23073267,+AC0-2.729225443,+AC0-2.143869768,+AC0-1.400213256,1.609957134,0.30422709,+AC0-0.297613936,1.0
2317.0,+AC0-2.441251849,2.390132781,+AC0-1.51128371,0.133842573,0.35948336,1.664920954,2.229527803,0.0
2318.0,2.764036359,+AC0-0.333896729,+AC0-2.554159219,0.791335796,1.485691092,0.569436273,1.996529898,1.0
2319.0,+AC0-1.746794641,3.511757902,+AC0-2.191907688,0.568637437,1.27942102,+AC0-0.584781436,+AC0-1.188675877,1.0
2320.0,0.660224225,3.219762019,0.0361015,0.405034333,2.733102359,+AC0-2.811419364,1.937289864,1.0
2321.0,1.119112959,+AC0-0.668322898,+AC0-4.003993841,0.382810604,0.636288026,1.409675,+AC0-1.444479812,0.0
2322.0,3.098029339,+AC0-1.732347048,+AC0-1.507209401,+AC0-0.21694332,4.039246137,+AC0-0.301569514,0.617345483,1.0
2323.0,+AC0-2.180226255,+AC0-1.570609008,+AC0-0.855365269,+AC0-0.444048362,+AC0-0.882006765,3.510034202,+AC0-1.176531722,0.0
2324.0,0.156593347,+AC0-1.777604056,+AC0-3.74225768,0.666825013,1.465928947,3.441336039,0.266387675,0.0
2325.0,+AC0-1.447188749,+AC0-1.675930188,+AC0-0.464819568,2.638306667,+AC0-2.620990805,3.498612406,+AC0-0.495153874,0.0
2326.0,1.667931328,+AC0-1.690135779,+AC0-1.552181673,2.73553303,0.636439789,2.39269715,1.194249236,1.0
2327.0,4.21498135,+AC0-5.542290257,+AC0-0.329022575,+AC0-0.970746456,5.461859052,0.023255606,0.880198889,1.0
2328.0,+AC0-2.970585859,+AC0-1.67569901,2.673632118,0.646731152,1.943992978,0.726577731,1.097634922,1.0
2329.0,0.117483285,+AC0-4.09402742,0.224615899,1.919510445,1.486836861,+AC0-2.313801889,0.378997485,1.0
2330.0,+AC0-0.360472865,+AC0-0.692693223,+AC0-3.40816825,+AC0-0.275927416,0.341500263,1.674033694,+AC0-0.01630256,0.0
2331.0,+AC0-6.669724753,+AC0-1.37158605,+AC0-0.677896842,+AC0-1.649711908,0.974616928,4.214319804,+AC0-3.649341717,0.0
2332.0,1.49399631,+AC0-0.785932627,+AC0-1.410616611,1.133285644,+AC0-0.281787512,2.259486573,+AC0-0.195111846,1.0
2333.0,0.128843848,+AC0-2.790195384,2.242249942,2.58447224,2.924971498,0.020213794,+AC0-0.011582814,1.0
2334.0,0.611046549,+AC0-0.976546345,+AC0-2.349285088,1.173038849,+AC0-1.100054678,0.119111973,+AC0-0.799352658,1.0
2335.0,1.317040361,+AC0-4.190848806,1.492964325,2.62912962,0.064027018,3.578315521,0.797920023,1.0
2336.0,+AC0-1.286048399,+AC0-2.465490554,+AC0-0.889402362,0.661327395,+AC0-0.833475908,1.743180036,+AC0-2.830523857,0.0
2337.0,+AC0-4.76866674,2.128980397,+AC0-0.074342473,0.939615211,2.64209448,+AC0-1.488100155,+AC0-2.204790514,1.0
2338.0,1.557779791,+AC0-3.556247763,2.209099677,1.185904198,0.982664799,1.779666477,+AC0-0.540070346,1.0
2339.0,+AC0-3.049346357,0.06711044,1.741481054,0.800206207,1.128095671,+AC0-0.948430868,2.747653602,0.0
2340.0,+AC0-0.163835024,+AC0-1.963474387,+AC0-1.887763957,1.6620155,0.460578839,2.524150425,0.869982944,0.0
2341.0,4.303296779,0.103930716,+AC0-1.804378149,4.803848062,3.562605279,+AC0-1.893925123,2.502066301,1.0
2342.0,+AC0-0.365281129,+AC0-1.461039892,1.398050916,1.807961186,+AC0-1.560345485,+AC0-0.314939391,0.260775943,0.0
2343.0,1.300293491,+AC0-0.519281049,0.430921426,1.241763305,+AC0-1.465792203,1.784157992,+AC0-0.180916277,1.0
2344.0,+AC0-0.982920666,+AC0-3.102776576,+AC0-3.612113188,1.020610856,+AC0-0.000245441,4.887297371,+AC0-0.523976498,0.0
2345.0,+AC0-0.164358007,+AC0-3.281920094,+AC0-0.815664297,0.645558081,+AC0-2.636687462,0.63338743,+AC0-3.552345851,0.0
2346.0,1.709782759,+AC0-1.418567187,+AC0-0.866080113,1.208107197,2.080326443,+AC0-0.975313198,2.256195514,1.0
2347.0,+AC0-1.51594954,0.341179176,0.509599206,0.820072323,1.927415205,+AC0-3.528168839,1.610284105,1.0
2348.0,0.146860505,+AC0-1.283878832,+AC0-0.136293346,0.651485519,+AC0-0.595226245,1.282650346,+AC0-0.508210454,0.0
2349.0,+AC0-1.890719846,+AC0-3.248342069,3.6066911,1.238127273,1.544617186,1.238559135,+AC0-1.487521965,1.0
2350.0,+AC0-1.313893834,+AC0-2.386817845,2.505231799,1.339162226,3.790206269,0.221429828,+AC0-2.583858134,1.0
2351.0,1.254202064,0.620343539,+AC0-0.987542059,2.381111335,0.657659364,+AC0-1.376908057,2.114409958,1.0
2352.0,+AC0-1.965285243,+AC0-1.376076437,1.349820352,+AC0-0.303674899,3.79199725,+AC0-3.949413841,1.224928763,1.0
2353.0,0.05561578,+AC0-2.989310888,0.181923298,1.342116778,+AC0-0.003416238,+AC0-1.757822966,0.206975851,1.0
2354.0,+AC0-0.744412789,+AC0-2.804833529,2.073095987,1.440366058,2.897073263,1.051072277,+AC0-0.899930932,1.0
2355.0,+AC0-0.520723107,+AC0-0.746561488,+AC0-0.916918909,1.186931888,0.057479025,+AC0-0.093299852,0.777769952,0.0
2356.0,2.598783686,+AC0-2.080573622,+AC0-2.581655401,3.521801047,+AC0-0.862974852,0.127279151,+AC0-0.404411056,1.0
2357.0,+AC0-3.206681896,+AC0-1.716681267,+AC0-0.082223498,1.22756513,+AC0-1.268323477,0.676231709,+AC0-2.450416593,0.0
2358.0,+AC0-3.357879901,+AC0-0.40058288,0.694949702,0.445514942,3.151831289,0.675475162,2.650961932,0.0
2359.0,0.311369933,+AC0-2.81797516,+AC0-3.218157238,+AC0-0.791117838,2.272855316,3.153151687,+AC0-0.22261528,0.0
2360.0,+AC0-0.026141405,+AC0-0.209785276,+AC0-0.971961014,2.442559424,+AC0-1.016647385,1.086074933,+AC0-1.916873036,0.0
2361.0,2.174107807,+AC0-4.515358166,+AC0-2.257283497,+AC0-0.876035283,+AC0-0.663552988,2.720567632,1.505616743,1.0
2362.0,1.435789704,+AC0-2.259885098,+AC0-1.584403389,1.229457524,+AC0-2.164487386,0.791142963,+AC0-1.79884063,0.0
2363.0,+AC0-0.984528198,+AC0-2.011152771,0.532581503,0.218816952,1.686125163,0.184331968,2.204141635,0.0
2364.0,0.507763126,+AC0-1.522654059,+AC0-0.585707825,1.680467214,+AC0-0.628317574,+AC0-0.934870838,1.078184946,1.0
2365.0,+AC0-0.42835413,+AC0-1.950528409,+AC0-3.013526825,3.60052062,+AC0-4.378330514,0.637951422,+AC0-0.780995024,0.0
2366.0,+AC0-1.146725316,+AC0-0.548734161,+AC0-0.298044781,1.167566885,+AC0-0.10334691,+AC0-0.167098766,0.892245948,0.0
2367.0,0.265542761,+AC0-3.522169474,2.499134918,2.236328486,+AC0-0.552468893,2.41423252,0.950782318,1.0
2368.0,0.998112506,3.265245501,+AC0-0.550219208,3.850447335,+AC0-2.117412638,+AC0-2.179580302,1.920543098,1.0
2369.0,+AC0-2.884036591,+AC0-1.277148255,+AC0-2.992238131,0.549696593,+AC0-1.074680793,2.75379077,+AC0-2.662369178,0.0
2370.0,+AC0-2.466337134,+AC0-0.552466138,+AC0-0.815411222,+AC0-0.017917082,+AC0-0.200991908,1.239895727,+AC0-1.739287372,0.0
2371.0,3.494568584,0.290327826,+AC0-1.889108539,+AC0-0.229751394,0.440206731,1.006766139,0.171613195,1.0
2372.0,+AC0-3.163457171,+AC0-0.658502963,0.393038751,+AC0-0.451928819,2.241921011,0.951577898,+AC0-1.207574424,1.0
2373.0,+AC0-3.135338541,+AC0-0.915121825,1.027451113,1.080452492,+AC0-0.745112598,+AC0-1.359061267,4.892835064,0.0
2374.0,0.500269817,+AC0-1.84228235,1.410976859,+AC0-0.508554725,+AC0-1.019181254,+AC0-1.021734105,1.458007057,1.0
2375.0,+AC0-2.785619738,+AC0-0.464113159,+AC0-2.008147034,0.304050877,0.677976375,2.741259068,0.666779313,0.0
2376.0,+AC0-0.009004909,0.91777556,2.490815445,0.24066632,0.251475303,+AC0-2.726952335,3.347671368,1.0
2377.0,+AC0-1.439118268,3.081537769,+AC0-2.515097585,0.352586971,0.544781637,1.194892768,2.458897674,0.0
2378.0,+AC0-3.28816985,+AC0-1.003676689,0.312014723,2.50126809,+AC0-0.367981447,1.874704901,1.360220777,0.0
2379.0,1.282561123,+AC0-2.076619311,+AC0-1.310701623,2.024082402,2.835660496,+AC0-1.438247397,3.368594087,1.0
2380.0,0.636657511,+AC0-2.976952351,1.209688596,2.626698767,1.069166666,2.179049129,0.816618795,1.0
2381.0,+AC0-0.114110061,1.529552815,+AC0-2.779826343,2.839020611,+AC0-0.969455216,2.800208784,4.96733684,0.0
2382.0,+AC0-2.105049328,+AC0-3.789945038,1.723246814,2.780501888,2.251864247,+AC0-4.805813898,1.603692081,1.0
2383.0,+AC0-0.173678509,+AC0-0.664062081,+AC0-0.65261267,1.97784334,0.520846571,+AC0-1.465246092,+AC0-1.933512989,0.0
2384.0,0.153683101,+AC0-0.753644487,+AC0-1.117696582,1.16356016,+AC0-2.005551371,0.396156559,+AC0-1.370209837,0.0
2385.0,0.398830208,+AC0-2.2205631,2.405669323,1.496692237,+AC0-0.918728364,1.891578652,1.692950967,1.0
2386.0,+AC0-2.345629552,+AC0-2.100760575,+AC0-2.014975975,4.195975535,+AC0-0.95551847,+AC0-3.24253551,+AC0-3.492475258,1.0
2387.0,0.595694256,+AC0-2.36558273,+AC0-0.364477156,4.22471224,1.348387535,+AC0-3.178208236,1.466224085,1.0
2388.0,+AC0-2.830463095,+AC0-4.371521936,+AC0-0.790808931,+AC0-0.940962021,4.038744128,2.77429988,3.816880808,0.0
2389.0,1.898334792,3.304017185,0.853349209,+AC0-1.053534639,1.109547018,+AC0-1.162182741,3.306494887,1.0
2390.0,2.639380873,+AC0-4.289758506,+AC0-1.613193772,0.638524246,3.968766656,+AC0-0.291309665,1.379010378,1.0
2391.0,+AC0-1.621693042,1.436521612,+AC0-0.118410453,0.615448675,1.507476397,+AC0-1.091774216,+AC0-2.195781505,1.0
2392.0,+AC0-2.3931855,+AC0-2.699398836,+AC0-0.439148853,1.795682029,+AC0-0.809629336,1.501457748,+AC0-2.5762885,0.0
2393.0,+AC0-2.79942712,+AC0-1.69419127,1.645971316,0.392717642,0.33068203,1.602245401,+AC0-1.007957945,0.0
2394.0,2.279865471,+AC0-1.200010688,+AC0-1.934805768,1.258309911,2.115293503,+AC0-0.555747311,+AC0-0.209986622,1.0
2395.0,+AC0-0.579862327,+AC0-0.542274587,0.080046307,1.112453098,1.232306496,1.35224557,+AC0-0.123379089,1.0
2396.0,1.609033248,+AC0-0.766501159,+AC0-2.976002286,1.438299938,0.937640946,0.267792074,1.283893863,1.0
2397.0,1.009229124,+AC0-2.271038958,1.235493319,1.217696936,+AC0-0.300854215,1.785109572,+AC0-1.379642791,1.0
2398.0,+AC0-0.356939951,+AC0-0.727582841,0.055781956,0.712721677,2.91058714,+AC0-0.489938008,1.716681323,0.0
2399.0,+AC0-1.684840454,+AC0-1.540054904,+AC0-0.799606503,+AC0-0.265964055,+AC0-1.376355632,2.981055391,+AC0-1.0954011,0.0
2400.0,+AC0-2.275682195,+AC0-0.861695169,+AC0-2.764352487,1.83660484,1.377284872,4.592999491,0.296232403,0.0
2401.0,1.108585256,+AC0-1.3756005,0.466650767,3.027071545,+AC0-0.022722728,1.619337422,0.673782716,1.0
2402.0,0.571692635,+AC0-0.863996985,+AC0-2.875435049,2.026405836,+AC0-4.246383911,1.006723513,0.500029929,0.0
2403.0,0.762876703,+AC0-3.813836439,0.965450356,1.192024365,+AC0-0.143097708,3.406596454,0.837749293,1.0
2404.0,+AC0-2.805629847,1.604092471,+AC0-1.037827781,0.439611628,0.755683378,1.448853287,1.313167949,0.0
2405.0,+AC0-0.805738815,+AC0-1.773678065,2.338773638,2.555178009,2.975385799,+AC0-1.211171791,+AC0-0.632589366,1.0
2406.0,+AC0-0.798666414,+AC0-1.249804845,+AC0-1.937469648,1.538208658,0.323593495,2.761658179,1.428455306,0.0
2407.0,+AC0-1.432623398,1.027015645,0.200390579,0.03226147,0.953230037,0.432171009,+AC0-1.979824612,1.0
2408.0,+AC0-1.052726769,+AC0-1.050940457,1.558789814,0.517760154,1.836197921,+AC0-1.717858197,3.170053076,0.0
2409.0,+AC0-0.802975273,+AC0-2.869071288,+AC0-3.641196319,+AC0-0.459120011,2.093994242,4.560185443,+AC0-0.420776079,0.0
2410.0,+AC0-0.357997563,+AC0-1.005693846,+AC0-3.196444009,+AC0-0.543331418,3.02135306,3.13821902,+AC0-2.585610903,0.0
2411.0,+AC0-4.9725155,+AC0-0.262867233,4.09739266,1.096328379,1.319099504,+AC0-2.022445643,3.34199466,0.0
2412.0,2.38611367,+AC0-0.795745899,+AC0-1.422862251,1.816848624,+AC0-0.516655718,0.040730225,1.566993752,1.0
2413.0,1.934333339,+AC0-1.807241613,+AC0-0.957443947,3.846443605,1.503078232,+AC0-1.752858433,2.453387601,1.0
2414.0,0.145063575,+AC0-2.420646472,+AC0-0.683822034,1.38306371,0.932613952,+AC0-1.476399085,0.111191205,1.0
2415.0,+AC0-4.784913782,+AC0-0.602437117,1.405474162,0.052517666,0.562505789,1.62012625,+AC0-0.965657546,0.0
2416.0,3.684915954,+AC0-0.583134554,+AC0-2.759251109,+AC0-0.492223669,1.393307111,2.431379579,3.674093248,1.0
2417.0,+AC0-0.356741809,+AC0-0.673466978,+AC0-1.597212283,1.021556162,+AC0-1.437327751,2.706066625,1.025434143,0.0
2418.0,+AC0-2.471018449,+AC0-1.339784424,0.469024665,0.888401313,2.118278484,+AC0-0.761144845,6.184145401,0.0
2419.0,+AC0-5.069332059,1.508076939,3.386235951,+AC0-2.239546141,+AC0-0.806686778,+AC0-0.873890934,+AC0-2.647164684,1.0
2420.0,1.192598531,+AC0-0.216391588,+AC0-2.145719518,1.618030352,+AC0-1.897471784,0.31443126,+AC0-0.275670961,1.0
2421.0,+AC0-1.9697576,+AC0-2.089268533,2.437096876,2.397509542,0.325860192,+AC0-0.408155617,+AC0-0.833616032,0.0
2422.0,+AC0-0.418740875,+AC0-0.367927432,0.027077653,1.357778226,1.255594578,1.224406991,+AC0-1.611315674,1.0
2423.0,+AC0-0.710888637,+AC0-0.040224087,+AC0-2.137088958,1.190567056,+AC0-4.327240599,+AC0-1.039063711,+AC0-0.961324304,0.0
2424.0,0.526586204,+AC0-1.353058666,+AC0-4.916783135,0.604765684,0.345793604,2.741096659,+AC0-0.072155984,0.0
2425.0,+AC0-0.057767571,0.286939811,+AC0-0.648795826,1.96931217,+AC0-0.823967903,0.195576256,+AC0-1.016481028,0.0
2426.0,0.239307435,+AC0-3.788679809,0.291985017,+AC0-0.913248924,3.756461077,+AC0-1.900294377,1.401459762,1.0
2427.0,1.689363891,1.291571154,+AC0-1.602756069,0.879699184,0.657549319,+AC0-0.556177335,0.156466706,1.0
2428.0,2.361273812,+AC0-4.342461422,+AC0-0.101835664,0.809679271,+AC0-3.099777102,0.738780648,+AC0-2.960998466,0.0
2429.0,2.774242571,0.51125344,0.480234344,+AC0-0.255944255,2.470790564,+AC0-0.541019417,5.552320288,1.0
2430.0,+AC0-2.597630283,1.468147874,+AC0-1.363161167,+AC0-1.0959199,1.649990562,0.032820409,+AC0-3.626255141,1.0
2431.0,+AC0-1.801067254,+AC0-0.542330708,0.135581722,2.007208031,+AC0-2.303455952,1.526522001,+AC0-1.116251429,0.0
2432.0,0.489720369,+AC0-2.286110352,1.189136335,1.004070064,1.514245568,+AC0-2.066796469,3.752627485,1.0
2433.0,+AC0-2.123935198,+AC0-0.154501501,1.144788284,+AC0-0.171677231,1.974921934,+AC0-0.539326504,+AC0-4.011969793,1.0
2434.0,+AC0-1.489842526,+AC0-1.990071707,1.764041148,0.58046067,2.079105366,0.359361502,+AC0-2.150778123,1.0
2435.0,0.95705077,+AC0-2.953469052,+AC0-1.172708707,0.068262349,1.633734443,+AC0-0.648335654,+AC0-0.575085932,1.0
2436.0,+AC0-1.00546819,+AC0-1.182540427,+AC0-1.238056262,0.553497265,1.36718342,1.915298727,+AC0-1.750481108,0.0
2437.0,+AC0-0.048798642,+AC0-3.29461348,+AC0-1.31395994,1.098101839,+AC0-2.369237006,2.252807466,+AC0-2.281440707,0.0
2438.0,+AC0-0.888894506,+AC0-3.28406226,+AC0-1.954676321,1.166088688,1.860967874,1.806807734,3.612383361,0.0
2439.0,0.130018578,0.966377947,+AC0-1.115658071,+AC0-0.261679777,5.452808884,+AC0-2.027521833,3.436560049,0.0
2440.0,0.679933118,+AC0-0.699464572,+AC0-1.402164023,2.125320024,+AC0-0.300245179,+AC0-0.619653114,2.066437685,1.0
2441.0,0.904309287,0.341878853,+AC0-3.797192798,1.6092051,+AC0-1.465360231,0.965242843,0.251244793,0.0
2442.0,+AC0-0.038432816,+AC0-0.066770252,0.655297197,+AC0-0.15156905,1.432518508,+AC0-3.565192323,2.302842585,0.0
2443.0,4.160258111,+AC0-3.529278569,+AC0-2.283460035,3.091616102,3.125334184,0.065801674,2.943658081,1.0
2444.0,0.680121049,+AC0-0.82022041,+AC0-1.178802796,+AC0-1.815554951,1.669276788,0.22931037,1.582143197,1.0
2445.0,0.543335743,+AC0-0.662709166,+AC0-1.286173818,1.118483167,1.23763731,1.142694301,+AC0-0.064020014,0.0
2446.0,+AC0-0.891030144,+AC0-3.905946978,+AC0-3.180118722,3.674259086,+AC0-0.801723547,+AC0-1.399609205,+AC0-3.185962846,1.0
2447.0,+AC0-4.11482843,0.841067235,1.045018813,0.013081868,3.185594591,+AC0-1.405317497,+AC0-3.178354998,1.0
2448.0,+AC0-1.618332762,+AC0-1.584919085,+AC0-0.653479821,1.247518528,2.652649048,1.31273798,2.405837627,0.0
2449.0,+AC0-1.763818073,+AC0-0.88671809,+AC0-0.088733995,1.73953074,0.680226695,0.69054416,2.5054737,0.0
2450.0,+AC0-1.093181821,+AC0-1.270403337,+AC0-2.227954753,2.431675728,+AC0-2.664434088,4.99645193,+AC0-2.516542927,0.0
2451.0,+AC0-1.066491955,+AC0-3.484318641,4.131262237,1.853618216,0.532620492,1.66123407,1.014805472,1.0
2452.0,1.370642669,0.276336425,+AC0-1.152380071,1.415107685,0.310667748,0.712541161,+AC0-3.799184056,0.0
2453.0,+AC0-0.146301201,+AC0-1.208780226,+AC0-0.765581148,1.820029859,0.379777127,1.309305097,+AC0-1.499622518,1.0
2454.0,0.041794936,0.073997648,+AC0-1.667351936,+AC0-2.241944472,+AC0-0.152526714,0.543613178,0.322768516,1.0
2455.0,+AC0-2.939797228,+AC0-0.007553123,1.60710465,+AC0-0.68115037,0.455248519,1.16590246,+AC0-0.987979264,1.0
2456.0,1.10317433,1.129117519,+AC0-2.447151412,+AC0-0.758535636,+AC0-1.057971827,1.036157838,0.420810121,1.0
2457.0,1.734415072,+AC0-3.105091647,1.051467597,2.021499643,+AC0-0.912764727,3.408551735,1.667884513,1.0
2458.0,+AC0-6.71331515,+AC0-0.179870876,4.293285256,+AC0-3.404414588,1.265506569,0.372188929,+AC0-2.680302067,1.0
2459.0,1.01550103,+AC0-0.302487386,+AC0-0.046176882,+AC0-1.037176834,0.028679152,+AC0-0.713654382,+AC0-0.662878148,1.0
2460.0,+AC0-1.204352153,+AC0-2.990568901,+AC0-2.339026072,+AC0-1.368078407,1.068931692,4.645671754,+AC0-4.559664683,0.0
2461.0,+AC0-2.416505969,+AC0-1.296758716,0.233809223,2.040074303,0.699996599,1.41561914,1.881426498,0.0
2462.0,+AC0-3.403688006,0.518918974,2.72046322,1.992702112,4.28478982,+AC0-0.527755424,2.557250685,0.0
2463.0,0.680798498,+AC0-2.63145276,+AC0-4.570984922,+AC0-0.974957669,1.554182866,2.144849109,1.312900519,0.0
2464.0,+AC0-1.333465549,1.199731984,0.653672907,4.696968221,+AC0-3.447246668,0.897324134,+AC0-2.35095113,0.0
2465.0,4.401295846,+AC0-1.742955925,+AC0-3.533077318,1.48469425,0.141338541,2.270876204,1.346573723,1.0
2466.0,+AC0-1.192530716,0.48112487,0.572513757,2.060100713,+AC0-1.456855317,+AC0-1.86631651,2.325145985,0.0
2467.0,+AC0-1.234839187,1.269943936,+AC0-2.430020418,1.796216723,+AC0-0.442039985,1.229420582,1.691561916,0.0
2468.0,1.285556338,+AC0-2.775153521,+AC0-1.515626814,+AC0-3.850311952,2.635947874,1.310341833,+AC0-0.481429777,1.0
2469.0,+AC0-3.200351198,0.029652066,2.110724048,0.212119672,2.858227905,+AC0-0.919558255,+AC0-2.600424018,1.0
2470.0,2.200067918,+AC0-0.409745976,2.419940671,+AC0-0.189508486,2.907596425,+AC0-1.872339123,7.193374375,1.0
2471.0,0.360315367,+AC0-1.634016238,0.579626462,1.722726658,1.168219575,+AC0-2.137873658,3.422270784,1.0
2472.0,+AC0-1.459342705,0.494380297,0.140637473,+AC0-0.924907997,+AC0-0.076601308,0.381185406,+AC0-4.524693907,1.0
2473.0,+AC0-2.783937061,0.327640426,+AC0-1.307993004,1.342265744,+AC0-0.581627451,+AC0-2.282752158,+AC0-0.017094245,1.0
2474.0,0.530101952,+AC0-1.00025045,+AC0-1.96454894,1.941316116,+AC0-5.544052856,+AC0-0.649836871,+AC0-0.025322858,0.0
2475.0,+AC0-2.779781776,+AC0-1.456217016,+AC0-0.94383564,2.319533872,1.313009926,3.181730586,2.724627734,0.0
2476.0,+AC0-0.105490641,0.935525316,1.04637234,1.202567426,2.947505168,+AC0-1.048008873,0.634562579,0.0
2477.0,+AC0-2.575289541,+AC0-1.116979177,0.469161969,0.015458691,+AC0-0.703408378,2.295525452,+AC0-0.156731288,1.0
2478.0,2.343654192,+AC0-1.551587681,+AC0-2.616260122,3.158761372,2.69128759,+AC0-1.172085986,0.313115727,1.0
2479.0,+AC0-2.504853191,0.951062124,+AC0-0.80324753,0.330685638,1.744092032,0.027193171,+AC0-2.108683493,1.0
2480.0,2.658409481,+AC0-0.303198561,+AC0-0.926275724,2.494971112,+AC0-0.817997527,+AC0-0.686064295,0.555497079,1.0
2481.0,2.553493039,+AC0-2.578302191,+AC0-4.589803874,2.582137069,1.103382875,0.641198167,+AC0-2.475505407,1.0
2482.0,+AC0-2.613014676,+AC0-2.567692584,0.076152258,+AC0-0.557284977,5.461424451,1.441971254,5.651337095,0.0
2483.0,0.488245711,+AC0-1.705628633,+AC0-0.499288906,3.462339191,3.176222707,0.328081517,+AC0-1.886004821,1.0
2484.0,+AC0-0.936654303,+AC0-0.894962693,+AC0-0.127975171,+AC0-0.30785624,1.135294472,2.023146261,+AC0-0.468873071,1.0
2485.0,+AC0-1.18703353,+AC0-4.292303139,4.758706617,1.864557835,3.73003327,+AC0-0.411385401,+AC0-2.077222982,1.0
2486.0,0.421805725,0.945836472,+AC0-0.511342429,+AC0-1.831510374,+AC0-3.349793257,2.977045219,+AC0-0.520586153,1.0
2487.0,0.782753603,+AC0-1.548182739,+AC0-0.13106364,2.578625542,1.320529289,1.412758227,+AC0-1.160508623,1.0
2488.0,2.09488573,+AC0-2.762798283,+AC0-3.236776467,2.443926149,0.935718524,+AC0-0.044279346,+AC0-1.008545765,1.0
2489.0,+AC0-1.027347353,+AC0-2.343849157,+AC0-0.573102198,1.662927569,1.431025167,2.431659861,+AC0-1.430272117,0.0
2490.0,0.250472184,+AC0-2.062609291,+AC0-1.442699517,2.931866082,0.370648795,+AC0-1.920330563,+AC0-1.50774414,1.0
2491.0,1.861523223,+AC0-1.004459833,+AC0-1.429995863,1.543427462,+AC0-0.050274064,2.431354933,+AC0-1.175107477,1.0
2492.0,1.591839118,+AC0-2.193670013,+AC0-0.794960412,2.954234792,0.77517918,2.445459322,0.972018806,1.0
2493.0,+AC0-2.458622509,1.680797594,0.401325431,+AC0-0.613201773,0.081742788,+AC0-0.126755418,+AC0-2.509839932,1.0
2494.0,+AC0-2.23413679,+AC0-1.630199822,3.310193206,+AC0-0.785073248,1.086112461,0.695695002,+AC0-0.981738246,1.0
2495.0,+AC0-0.327374508,+AC0-1.993498339,1.036866142,2.286853185,1.044849578,1.652853003,+AC0-0.657783225,1.0
2496.0,1.102938842,0.493448412,+AC0-2.217152716,0.213424498,+AC0-0.101792233,0.518420638,+AC0-0.024607366,1.0
2497.0,+AC0-0.39119099,+AC0-1.270441481,1.704472038,2.583216518,2.223766846,0.233357555,+AC0-0.293212613,1.0
2498.0,0.23950456,+AC0-1.149281489,+AC0-1.318802201,0.882540079,+AC0-1.253160338,+AC0-0.751604427,+AC0-0.955725798,1.0
2499.0,2.206875146,+AC0-3.376332011,+AC0-2.464371812,4.378598715,+AC0-0.133067025,+AC0-0.523981846,0.216299444,1.0
2500.0,+AC0-1.090286494,+AC0-1.600119253,+AC0-1.924990186,+AC0-0.439259063,1.78184109,2.010855407,+AC0-0.043436179,0.0
2501.0,+AC0-0.723895744,0.15364291,1.13696216,1.913581808,2.379033927,+AC0-3.915368074,3.291172928,1.0
2502.0,+AC0-0.92167685,+AC0-2.1130757,+AC0-4.685316882,1.27743416,0.447844462,7.237836684,+AC0-2.094162271,0.0
2503.0,1.176184455,0.384985062,+AC0-0.054683432,0.117878962,0.565895687,+AC0-4.605001995,3.991795286,0.0
2504.0,2.132662992,1.124636085,+AC0-2.382123278,0.153045178,0.387624821,0.309316251,+AC0-0.297218327,1.0
2505.0,+AC0-0.463865894,+AC0-1.130486543,1.682585819,1.537865135,1.92124972,0.192287085,+AC0-2.125177292,1.0
2506.0,+AC0-0.357050899,+AC0-1.659402134,+AC0-1.586974339,0.505157446,0.237909631,+AC0-0.816176439,+AC0-0.304780024,1.0
2507.0,+AC0-5.611043907,+AC0-0.344937211,4.425245767,+AC0-2.054761838,1.751755765,+AC0-0.490479762,+AC0-1.793667469,1.0
2508.0,+AC0-2.655812995,+AC0-0.911279554,+AC0-0.466663009,0.693188769,+AC0-1.791322329,0.944974323,+AC0-1.174097332,0.0
2509.0,2.018030556,0.3970603,+AC0-2.599518994,0.869264332,0.053678583,0.243393778,+AC0-0.19350131,0.0
2510.0,0.9401731,+AC0-0.160035076,0.24909399,+AC0-4.24131638,1.62625739,0.483365208,1.652870764,1.0
2511.0,+AC0-0.026840721,1.001699504,+AC0-1.179219147,2.432863067,+AC0-1.850115282,+AC0-1.418941213,+AC0-0.060371554,1.0
2512.0,+AC0-1.796717649,0.370379372,+AC0-1.056926599,1.806020006,2.434843756,+AC0-0.36004304,+AC0-2.920077461,1.0
2513.0,+AC0-0.819739245,0.293157997,+AC0-0.518940749,+AC0-0.219806674,+AC0-1.076781783,+AC0-1.118543976,+AC0-0.041491395,1.0
2514.0,4.799683427,0.531144241,0.694587168,+AC0-2.083764859,0.776768417,1.091540038,2.277992284,1.0
