geo_level_1_id,geo_level_2_id,geo_level_3_id,count_floors_pre_eq,age,area_percentage,height_percentage,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,damage_grade
22,418,5617,1,10,2,2,0,1,1
22,816,3460,2,20,10,6,0,1,1
8,463,2917,1,5,4,2,1,0,2
26,1023,10220,1,0,4,4,0,0,0
18,977,2847,2,20,6,5,0,1,2
24,628,6098,2,95,9,6,0,1,1
4,40,8377,2,40,5,5,0,1,1
20,788,7902,2,0,14,4,0,0,1
10,603,2752,3,15,6,6,0,1,2
8,558,1751,3,25,5,7,0,1,2
25,1368,5567,2,35,9,5,0,1,1
17,566,7914,3,15,9,7,0,1,2
8,1414,11124,3,35,6,5,0,1,1
21,363,7868,3,30,15,7,0,1,2
22,1131,12033,1,20,9,3,0,1,1
17,680,273,3,10,12,6,0,1,2
10,1278,11549,3,40,8,6,0,1,1
17,566,2239,3,5,8,7,1,1,1
4,571,6102,2,10,8,5,0,1,1
4,369,4003,2,20,9,5,0,1,1
25,700,4365,2,10,3,4,0,1,1
3,720,5019,2,15,11,5,0,1,1
6,673,2803,2,30,10,5,0,1,2
21,935,3008,3,30,6,6,0,1,1
21,363,9414,3,20,10,8,0,1,1
17,446,8764,2,15,3,5,0,1,2
13,1211,9827,1,35,11,2,0,1,1
8,678,10837,2,5,7,5,0,1,1
26,39,2005,2,5,38,7,0,0,1
6,537,10217,2,10,5,6,0,1,1
24,628,143,2,30,14,6,1,1,1
17,1393,1382,2,15,8,7,0,1,1
20,11,3986,2,15,6,5,0,1,1
27,533,1666,3,45,7,6,0,1,2
17,984,2290,3,5,11,6,0,1,1
27,269,5106,2,40,9,5,0,1,2
26,39,9133,3,10,17,10,0,0,0
7,157,1548,2,5,9,5,0,0,1
20,385,7618,2,0,9,5,0,0,1
26,753,1308,1,20,5,5,0,1,2
10,1248,9935,2,35,9,4,0,1,1
20,1402,1684,2,35,6,4,0,1,0
27,1106,4888,3,55,13,5,1,0,1
20,158,621,1,5,6,3,0,0,1
21,140,3749,3,5,6,6,0,1,1
17,1026,219,3,45,6,6,0,1,1
26,1023,9635,2,10,7,5,0,1,1
12,335,9683,1,15,3,3,0,1,1
11,1071,181,2,10,7,4,0,1,2
27,1155,5046,2,30,9,7,1,0,2
20,508,10459,2,5,7,5,0,1,0
17,834,6257,3,5,11,7,0,1,2
16,352,2974,2,30,7,6,0,1,1
6,652,11569,2,10,2,4,0,1,0
20,1402,1451,2,25,6,5,0,1,1
21,941,3013,3,30,6,5,0,1,2
7,1328,260,2,50,11,5,0,1,1
15,1100,8711,2,80,10,4,0,1,1
6,193,5539,3,25,12,6,0,1,1
4,1342,1541,2,5,7,5,0,1,1
7,255,12360,2,10,7,4,0,1,1
8,1114,6945,2,5,6,4,0,1,1
22,791,11515,2,30,8,6,0,1,2
17,658,7434,3,15,14,8,0,1,1
4,71,3198,3,5,4,6,0,1,1
8,41,6024,2,0,7,4,0,1,2
6,1170,2314,3,20,5,7,0,1,2
8,95,10990,3,20,6,7,0,1,1
10,661,6346,2,10,4,4,0,0,1
18,751,3200,2,20,8,6,0,1,2
21,336,3249,2,0,12,5,0,1,2
27,216,490,2,20,4,5,1,0,2
6,1210,2130,2,25,9,5,0,1,1
20,672,2726,2,10,5,6,0,1,2
6,697,7506,2,30,9,5,0,1,1
10,1140,8088,1,20,6,3,0,1,2
9,546,9976,2,15,17,7,0,0,1
10,76,59,2,15,4,4,0,1,1
27,390,8573,3,15,9,8,0,0,2
17,834,5576,3,0,9,7,0,1,2
3,720,4522,2,20,11,7,1,0,1
17,233,3616,2,40,5,5,0,1,2
26,1023,11319,2,20,6,5,0,0,1
20,251,8703,2,30,6,5,0,1,1
11,765,7376,3,10,4,7,1,0,1
17,944,12124,2,0,5,5,0,1,2
21,23,116,3,25,10,6,0,1,2
7,790,8534,2,10,7,4,0,0,2
6,275,6876,2,5,9,6,0,0,1
7,27,11867,2,15,11,7,0,1,2
20,719,376,1,5,3,5,0,1,1
6,592,8546,2,40,12,6,1,1,1
11,850,1409,2,0,7,6,0,1,1
13,531,3294,2,50,7,5,0,1,1
13,1053,7597,2,10,4,6,0,1,1
10,1055,10918,2,20,3,5,0,1,1
17,399,7504,2,0,8,7,0,1,2
17,566,8505,1,10,13,3,0,1,2
13,64,12207,2,20,12,4,0,1,0
20,368,9498,2,60,6,8,0,1,1
7,157,1548,3,30,11,6,0,1,1
10,1055,12433,1,0,12,3,0,0,1
21,363,8973,2,25,7,5,0,1,1
8,463,8236,2,25,3,6,0,1,2
26,358,6526,2,10,6,7,0,1,1
7,799,1813,2,0,10,6,0,0,1
10,1097,8006,1,0,4,2,0,1,2
12,3,3936,3,20,6,6,0,1,1
6,1253,3073,2,995,8,4,0,0,1
10,142,6867,2,15,6,7,0,1,2
21,1019,6828,1,100,6,2,0,1,2
17,21,3613,3,20,11,9,0,1,1
8,463,8236,2,25,8,5,0,0,0
17,347,6043,3,30,4,5,0,1,2
17,31,6184,2,5,8,4,0,1,2
27,181,5637,4,50,16,13,0,0,1
10,1097,8222,3,20,7,8,0,1,2
7,322,11573,2,25,11,6,0,1,1
25,745,9834,2,5,6,6,0,1,1
17,247,870,5,10,12,13,0,0,1
26,1401,3904,1,20,9,3,0,0,0
4,447,11568,2,25,5,4,0,1,1
7,157,1320,1,0,9,3,0,1,1
0,793,124,3,15,20,5,0,0,2
7,630,9216,2,35,7,3,0,1,1
7,157,5181,2,10,6,6,0,1,2
27,181,1076,4,80,8,8,1,0,2
26,302,5868,2,10,5,6,0,0,0
10,1397,8870,1,15,4,4,0,1,2
18,466,5164,2,30,8,5,0,1,1
7,695,11326,3,15,6,7,0,1,1
7,157,6114,2,5,9,6,0,0,0
10,90,10884,3,25,11,7,0,1,1
8,626,2177,3,30,5,7,0,1,1
21,727,5315,2,30,5,4,0,1,2
21,1426,4206,3,0,9,6,0,1,2
6,1002,9911,4,30,7,10,1,0,1
17,1279,1770,3,0,11,10,0,1,1
6,931,4712,2,10,8,5,0,1,2
10,804,8628,2,25,4,4,0,1,2
13,128,1806,2,5,3,5,0,1,2
10,603,1881,2,15,6,5,0,1,2
17,233,8031,3,0,7,6,0,1,2
11,164,4014,4,5,8,13,0,0,1
7,84,4695,2,15,10,4,0,1,1
21,551,3028,3,5,13,7,0,1,1
22,816,12104,1,5,5,2,0,1,1
24,958,53,2,10,9,5,0,1,1
20,158,2295,1,10,26,3,0,0,1
25,50,6705,1,10,8,2,0,1,1
7,790,5287,2,45,10,5,0,1,1
8,95,9528,2,20,5,4,0,1,2
27,216,11734,2,15,6,5,1,0,1
11,883,7440,5,100,11,13,1,0,1
7,895,8778,2,10,9,4,0,1,1
4,447,4140,2,15,5,5,0,1,2
8,558,1751,2,20,5,5,0,1,1
27,269,11121,2,15,10,7,0,1,2
8,501,10089,3,10,10,10,0,1,1
17,834,9961,2,5,8,4,0,1,2
0,793,12232,2,25,9,5,0,1,1
10,1382,65,3,25,5,8,0,1,2
20,385,11212,2,10,4,5,0,0,1
26,991,3697,2,10,7,5,0,1,1
19,1070,10181,2,0,5,4,0,0,1
17,875,4382,3,20,7,6,0,1,2
8,561,10602,2,0,4,6,0,1,1
11,765,682,4,85,8,9,1,0,1
26,1001,12258,1,5,5,3,0,0,0
21,1426,11930,3,30,7,6,0,1,2
22,763,6214,2,5,23,5,0,1,0
26,36,11590,1,0,3,3,0,0,0
17,1080,4391,1,0,16,3,0,0,0
17,414,898,1,5,6,4,0,1,1
26,264,1846,2,10,5,5,0,0,1
3,1387,10130,5,20,6,8,0,0,1
14,1367,5186,3,15,6,5,0,1,1
6,898,4483,4,10,23,12,0,0,1
30,1102,1767,2,10,10,4,0,1,1
4,556,6070,2,10,5,6,0,1,0
8,178,33,3,20,10,6,0,1,1
9,230,11474,1,5,11,4,0,0,1
6,1076,9202,3,5,9,9,0,0,1
16,38,924,1,5,7,3,0,1,2
17,869,10822,1,10,8,3,0,1,1
25,971,3917,1,15,4,3,0,1,1
21,499,1111,3,0,13,5,0,1,1
8,145,3389,3,5,4,7,0,1,2
26,39,11246,1,0,6,3,0,0,1
6,539,814,2,80,7,6,0,1,1
20,190,2300,2,10,5,5,0,1,1
4,1363,4033,2,5,5,5,0,1,2
17,1030,606,1,25,4,3,0,1,2
7,1233,5131,2,5,4,5,0,1,1
6,539,6020,2,50,9,6,0,1,1
8,1225,433,3,25,7,4,0,1,2
20,1134,8238,2,25,10,5,0,1,1
22,1152,7292,3,15,9,5,0,1,1
6,457,646,2,50,8,5,0,1,1
9,670,11706,1,5,11,2,0,0,0
21,1195,4945,3,0,9,6,0,1,2
6,852,5280,3,5,8,8,0,1,1
6,845,985,3,35,7,6,0,1,1
22,171,2542,1,15,8,3,0,1,2
13,480,12455,1,50,3,2,1,0,0
0,291,12314,2,30,8,5,0,1,1
27,548,7676,1,10,6,4,1,0,2
25,745,8909,2,15,9,5,1,1,1
11,883,9474,3,85,5,8,1,0,1
10,1055,11945,2,10,4,6,0,1,1
10,1182,605,2,40,6,5,0,1,2
21,363,2214,3,20,14,6,0,1,2
7,936,7636,1,0,13,3,0,0,0
7,282,11749,1,30,7,4,0,1,2
6,376,10236,2,50,10,5,0,1,1
6,1108,5909,2,30,4,7,1,0,1
6,1170,10542,3,35,5,5,0,1,1
8,1343,7022,1,25,6,4,0,1,2
17,263,4597,1,0,13,3,0,0,1
3,1387,11973,4,30,11,8,1,0,1
5,260,3807,3,20,12,8,0,1,1
17,944,6362,2,35,5,4,0,1,2
18,1139,7776,2,20,10,5,0,1,2
26,491,9601,2,30,6,5,0,1,1
4,1334,4798,2,20,3,4,0,1,1
10,151,7723,1,5,13,3,0,0,0
10,1207,3116,2,15,3,4,0,1,2
7,630,1618,2,35,6,5,0,1,1
17,1279,11282,3,15,5,11,0,1,2
17,303,9803,3,25,11,7,0,1,0
17,306,11035,2,10,13,4,0,1,2
30,73,9119,2,20,7,5,0,1,0
8,584,4709,3,10,7,7,0,1,1
8,1,1619,1,10,5,5,0,1,1
21,111,2202,2,5,10,5,0,1,1
22,355,9734,2,30,10,4,0,1,2
3,1006,5957,2,15,5,5,1,1,2
4,191,11084,2,0,3,3,0,1,1
4,605,8604,1,20,6,2,0,1,1
26,327,1562,2,5,4,5,0,1,1
3,1387,2791,4,50,11,8,1,0,1
3,1387,8564,5,105,6,10,1,0,2
4,707,2875,2,40,5,5,0,1,1
6,398,10749,2,20,10,6,0,1,1
9,772,12334,1,5,3,2,0,1,1
10,310,11030,2,15,7,4,0,1,1
10,1227,1009,2,25,7,4,0,1,1
5,1318,5838,3,5,13,6,0,1,1
25,1118,4673,2,10,4,4,0,1,1
21,941,862,3,5,6,5,0,1,2
10,1407,12475,2,15,5,5,0,1,1
9,445,1370,2,5,10,5,0,0,0
8,881,11427,3,20,5,5,0,1,1
0,885,8209,1,20,5,4,0,1,1
6,1060,158,2,5,14,6,1,0,2
10,218,5484,3,30,11,7,0,1,1
6,652,850,2,80,9,5,0,1,1
27,1106,4316,1,10,11,3,0,0,1
11,765,4208,2,50,8,5,1,0,2
3,175,5068,2,40,11,5,1,0,1
20,120,3899,2,5,8,8,0,1,1
4,1342,2801,2,25,8,4,0,1,2
10,70,1852,2,20,3,5,0,1,1
7,157,10624,1,0,6,3,0,1,1
22,119,1187,3,35,6,6,0,1,1
27,548,1440,4,100,2,10,0,0,2
8,597,11,2,0,6,5,0,0,0
20,323,12379,1,15,9,3,0,0,0
27,390,9360,3,995,10,10,1,1,2
7,238,6724,3,25,6,6,0,1,1
12,79,8112,3,30,6,9,1,0,2
4,926,4828,2,10,7,7,0,1,1
16,1410,6695,2,0,8,6,0,1,1
20,1243,2247,2,5,9,5,0,1,1
21,477,8993,2,5,10,5,0,0,2
26,302,5868,2,20,5,6,0,1,2
13,909,4578,1,5,3,3,0,1,1
27,548,3760,3,20,17,7,1,0,1
10,417,3007,2,25,5,5,0,1,2
27,548,3055,3,80,11,6,0,0,2
17,1240,1691,3,10,7,6,0,1,2
6,1022,8429,2,20,7,5,0,1,2
21,300,8288,3,0,6,6,0,1,2
6,706,7959,2,25,8,4,0,1,1
13,257,732,3,5,6,5,0,1,1
7,258,10075,2,20,5,6,0,1,2
10,76,59,2,5,6,4,0,1,1
21,1406,10862,3,0,8,6,0,1,1
17,1308,9358,2,20,8,7,0,1,2
7,641,2069,2,20,9,4,0,1,2
6,376,5049,2,40,8,5,0,1,2
20,1339,8556,2,5,3,4,0,1,0
8,678,9322,3,20,5,5,0,1,1
6,652,12041,3,40,9,7,0,1,1
7,238,12029,2,20,9,5,0,1,1
8,463,5839,1,20,4,2,0,1,2
25,889,10635,1,5,6,3,0,1,1
17,247,870,2,25,8,5,0,1,2
21,363,3306,3,30,5,5,0,1,1
20,215,12046,2,10,11,5,0,0,0
16,400,11014,1,15,17,3,0,1,2
10,310,48,2,5,6,4,1,1,1
0,536,9917,3,15,9,7,0,1,1
21,611,3060,3,20,4,6,0,1,1
6,539,6020,2,25,8,6,0,1,1
6,376,10236,2,35,6,5,1,0,1
30,73,2014,1,20,7,3,0,0,1
6,724,5644,2,15,7,6,0,1,1
7,322,11688,2,10,11,6,1,1,0
3,175,6924,4,20,15,12,0,0,0
17,682,6082,2,25,8,5,0,1,2
20,1402,10373,2,40,6,3,0,1,1
7,1421,4511,2,20,13,5,0,1,2
12,93,9745,2,10,6,5,0,1,1
6,460,6863,1,5,9,3,0,0,0
17,663,7897,3,25,9,7,0,1,2
26,1377,6207,1,15,5,4,0,0,1
8,1020,11195,1,10,15,2,0,1,1
14,1078,5736,2,45,10,5,0,1,1
1,1294,668,2,10,6,4,0,1,1
4,328,5548,3,25,3,5,0,1,1
7,749,8877,2,60,6,5,0,1,1
6,842,3517,3,20,11,6,1,0,2
20,953,3453,2,30,17,6,0,0,1
12,1249,2070,2,15,7,6,0,1,0
21,300,7845,3,20,6,6,0,1,2
8,501,8329,2,15,25,5,0,1,2
26,435,886,2,25,12,8,0,0,1
7,527,6093,2,0,8,5,0,1,1
17,992,3999,2,45,8,6,1,1,1
7,455,3401,2,10,11,5,0,1,1
6,671,11856,2,10,9,7,0,1,2
4,55,3099,2,10,5,5,0,1,1
27,181,3172,3,30,7,7,1,0,2
26,39,10445,1,0,6,2,0,0,1
26,1081,1531,1,0,9,3,0,0,0
17,663,4271,3,20,7,9,0,1,2
9,670,7949,2,0,8,6,0,0,1
7,630,4312,1,15,2,5,0,0,1
8,440,11188,2,15,4,5,0,1,1
20,1243,10983,2,40,6,5,0,1,1
5,841,6929,2,15,5,5,0,1,1
3,1006,2343,2,30,6,5,1,0,2
27,1155,5247,2,25,13,5,0,1,2
6,1241,7238,2,10,6,5,0,1,1
20,1134,9910,2,15,8,4,0,1,1
4,707,2875,2,40,5,5,0,1,1
26,39,85,1,0,6,3,0,0,0
20,158,3671,2,15,10,5,0,0,1
13,311,4412,2,5,8,5,0,1,1
30,1102,2912,2,20,7,7,0,1,1
13,808,6627,2,5,4,5,0,1,1
16,1410,5607,2,15,7,5,0,1,1
7,10,3002,2,35,10,7,0,1,1
0,1405,9723,2,10,7,6,0,1,1
3,1229,7251,2,20,6,7,0,1,1
4,1334,4279,4,10,22,13,0,0,0
26,753,2979,1,5,11,5,0,1,0
9,230,12430,2,20,10,6,0,0,1
8,41,5708,1,10,6,3,0,1,2
20,254,1423,3,5,3,4,0,0,2
21,363,3306,3,15,5,5,0,1,2
11,883,425,3,95,5,8,1,0,2
13,1310,7464,2,10,6,4,0,1,0
26,1401,11213,1,10,10,3,1,0,0
17,566,8505,1,40,13,3,0,1,2
7,430,1493,2,25,9,5,0,1,1
17,1011,10925,3,15,9,5,0,1,2
7,728,5682,2,15,3,6,1,1,1
2,1048,12169,2,5,10,5,0,1,1
10,825,899,2,20,9,5,0,0,1
7,728,5682,3,30,10,7,0,1,1
21,363,12093,3,15,6,6,0,1,2
27,1394,4186,2,20,9,5,1,1,1
7,1166,6034,2,5,8,5,0,1,1
7,838,1849,2,5,10,5,0,1,2
6,744,4616,2,35,6,5,0,1,1
9,230,3551,1,30,7,3,0,0,1
26,39,1851,1,25,28,3,0,0,0
17,21,12030,3,10,8,7,0,1,1
6,48,8461,2,35,6,5,0,1,2
26,1259,10252,1,5,11,5,0,0,0
27,1106,6874,3,45,8,6,1,0,2
6,453,2217,2,35,12,4,1,0,1
6,314,3855,2,10,6,7,0,1,1
15,1087,5628,2,20,6,4,0,1,1
0,536,5335,2,20,8,5,0,1,1
8,440,2980,2,5,10,5,0,1,2
30,1102,5589,2,10,6,5,0,1,1
6,314,4354,2,20,8,7,0,1,1
27,181,664,4,55,5,9,1,0,1
10,1007,3550,3,35,8,6,0,1,1
0,1274,2521,2,20,7,5,0,1,1
21,313,10014,2,20,6,3,0,1,1
6,376,10236,1,10,12,3,0,0,1
27,533,5800,2,10,18,7,1,0,2
21,30,3265,2,20,6,4,0,1,1
7,799,7208,2,10,7,6,0,0,0
21,9,12216,3,15,8,7,0,1,2
8,1414,5064,2,15,5,5,0,1,2
10,1250,4608,2,0,6,5,0,1,2
8,638,1824,2,25,7,6,0,1,2
16,1056,8359,2,15,13,5,0,1,2
16,1410,6695,2,55,12,6,0,1,1
20,251,10050,2,5,6,5,0,0,1
21,1128,11089,2,20,10,5,0,1,2
4,556,3208,1,0,4,2,0,0,0
26,39,10795,2,15,17,6,0,0,1
14,899,10631,2,25,8,4,0,1,1
7,773,10074,2,0,10,6,0,0,2
5,702,5717,2,30,7,5,0,1,1
26,1081,9627,1,15,7,3,0,1,1
21,107,9462,3,15,8,9,0,1,1
22,171,1122,1,20,8,2,0,1,1
13,1211,9085,2,5,5,6,0,1,1
9,670,7949,2,20,4,4,0,1,2
7,936,6859,2,25,4,6,0,1,1
28,168,527,1,25,9,3,0,1,2
6,1385,620,2,0,10,7,0,1,1
3,175,1292,3,70,4,6,1,0,1
2,708,10476,2,15,10,5,0,1,1
4,191,5918,2,15,13,7,0,1,1
18,1139,5311,2,20,5,5,0,1,2
17,811,12329,2,15,7,4,0,1,2
30,73,5721,1,20,16,3,0,1,1
17,984,2027,3,5,9,9,0,1,2
7,838,7704,2,0,9,4,0,1,1
20,158,2295,1,0,13,3,0,0,0
7,555,502,2,20,16,5,0,1,1
25,889,1534,2,40,5,6,0,1,1
11,765,5519,4,70,8,10,0,0,1
17,367,4731,1,30,9,2,0,1,2
10,712,1893,2,25,7,5,0,1,1
10,310,6799,2,15,3,4,1,0,0
17,367,10561,2,20,21,5,0,1,2
20,323,11048,2,0,11,5,0,0,1
16,1133,555,2,25,5,5,0,1,2
10,575,11644,2,15,8,5,0,1,1
5,851,10962,2,25,13,5,0,1,1
4,910,10853,2,30,7,4,0,1,1
3,1387,3863,4,100,7,9,0,0,1
3,574,8141,2,35,12,6,0,1,1
20,136,1372,2,10,5,4,0,1,1
27,269,5197,3,20,5,6,0,1,1
8,495,5936,2,5,2,6,0,1,2
21,1406,12062,3,35,5,5,0,1,2
20,1190,3732,2,5,6,6,0,1,1
7,157,10624,2,5,7,6,0,1,0
6,572,5686,2,5,8,5,0,1,1
27,181,12406,3,80,29,7,0,0,2
8,268,5059,1,0,19,3,0,1,1
18,371,7786,2,100,8,8,0,0,1
6,1350,5020,4,100,8,10,0,0,1
20,922,10283,2,0,5,5,0,1,2
25,889,5505,2,0,16,6,0,0,1
6,1041,912,3,25,8,7,0,1,1
3,1229,2403,3,40,6,8,1,0,2
20,1021,2035,1,0,5,3,0,0,0
27,181,5254,4,85,2,7,1,0,2
17,566,2239,3,30,7,7,1,1,2
4,1202,7243,2,15,4,5,0,1,2
11,660,4317,2,40,8,5,1,1,2
6,625,4484,2,35,7,7,0,1,1
20,174,11278,1,5,4,5,0,1,1
20,323,747,2,5,7,5,0,0,0
6,1253,4063,2,0,11,7,0,0,0
6,852,8328,3,25,8,8,0,1,1
20,1134,5241,1,0,8,2,0,0,1
13,213,801,2,30,7,5,0,1,1
27,1155,1757,3,35,18,8,0,1,2
11,765,682,4,50,9,9,1,0,1
19,507,2862,2,25,7,4,0,1,1
6,1108,1750,2,30,7,8,1,0,1
10,1007,5235,1,15,4,3,0,0,1
4,1235,3398,2,30,7,5,0,1,2
8,463,8236,3,10,13,9,0,0,0
6,457,8492,2,50,5,6,0,1,2
8,501,6132,3,30,8,7,0,1,2
8,206,1107,2,30,16,6,0,1,2
0,536,3117,2,20,11,5,0,1,1
17,980,7420,3,10,4,6,0,1,1
17,1357,4703,2,30,5,5,0,1,2
1,1072,927,2,25,2,6,0,1,1
8,558,1184,2,5,3,5,0,1,1
22,171,10840,2,40,15,5,0,1,2
26,761,2372,2,25,7,7,0,1,1
6,453,3656,3,20,11,7,1,0,2
0,252,8079,3,35,6,8,0,1,2
7,969,6746,2,0,5,7,0,1,1
8,95,6641,1,5,5,2,0,1,2
11,765,8332,2,20,8,7,1,1,2
26,36,11590,1,5,4,3,0,0,0
17,31,9104,2,10,6,4,0,1,1
26,39,9133,3,0,28,9,0,0,0
7,773,2785,1,0,9,4,0,0,2
26,1216,12073,2,5,17,6,0,0,1
18,677,2954,3,0,10,7,0,1,2
8,396,2245,1,20,2,4,0,1,1
27,1106,4316,2,5,10,6,0,0,0
9,546,267,1,15,5,3,0,0,0
10,356,7467,4,15,12,12,0,0,1
25,654,4286,1,20,7,3,0,1,1
25,745,6957,2,35,11,7,0,1,1
17,51,5945,3,35,7,7,0,1,2
20,1359,7526,1,5,3,2,0,0,1
7,545,10208,2,5,5,5,0,1,1
6,457,6232,2,25,6,6,0,1,1
13,213,801,2,0,6,5,0,1,1
11,765,2964,3,30,10,8,1,1,1
13,213,12477,1,5,7,2,0,1,1
7,728,5682,1,10,4,3,0,0,1
21,107,11846,2,35,18,5,0,1,2
0,1077,9907,3,25,7,7,0,1,1
21,107,4069,4,30,6,7,0,1,2
10,1250,11196,3,25,9,8,0,1,1
27,422,4159,2,15,7,6,0,1,1
5,226,8428,2,20,9,5,0,1,1
15,192,8500,2,50,8,5,1,0,1
17,811,12329,3,15,6,6,0,1,2
27,548,1119,3,30,23,10,1,0,2
13,20,3266,1,10,8,2,0,1,2
26,991,2757,2,20,9,5,0,0,0
21,782,3897,1,10,6,3,0,1,2
6,1350,10830,5,60,14,11,0,0,1
27,390,4262,3,10,4,5,1,0,2
8,678,9322,2,20,7,5,0,1,2
21,300,1325,2,10,6,5,0,1,2
0,604,5074,3,20,7,7,0,1,1
20,1134,3295,1,20,9,2,0,1,1
6,539,9886,2,80,7,5,0,1,1
9,772,1032,2,10,5,4,0,1,1
7,630,1618,1,30,5,3,0,1,1
26,1023,3233,1,0,17,3,0,0,0
4,1218,10769,2,15,6,4,0,1,1
6,54,12148,2,10,4,6,0,1,1
7,157,9272,2,15,7,6,0,1,1
4,484,530,3,10,7,6,0,1,1
6,744,1285,1,25,3,3,0,1,2
12,335,8845,2,20,4,5,0,1,1
10,735,519,2,0,4,4,1,1,1
21,107,11065,3,50,8,7,0,1,1
30,298,9089,2,20,10,5,0,1,1
5,404,3708,2,15,10,5,0,1,2
4,556,3157,2,25,6,5,0,1,1
6,398,10749,2,5,12,6,0,1,1
26,621,4282,2,0,7,3,0,1,1
26,1401,11213,2,30,11,7,0,1,1
21,1251,5264,3,5,7,6,0,1,2
6,830,169,1,15,5,3,0,1,1
10,690,9471,2,5,5,5,0,1,2
17,409,10426,2,40,7,7,0,1,2
10,1074,8048,1,15,10,3,0,1,1
8,1414,12319,1,0,6,3,0,0,1
6,48,6988,2,15,8,5,0,1,2
7,895,2140,2,20,5,4,0,1,1
27,1155,5535,2,35,9,7,0,1,2
7,936,3351,2,85,3,5,0,1,2
8,1029,5403,3,20,11,10,0,1,1
26,39,633,3,35,38,9,0,0,1
8,206,628,1,5,11,2,0,1,1
8,178,33,2,5,9,4,0,1,1
9,713,2965,1,10,6,3,0,0,1
9,445,921,1,10,7,3,0,0,2
4,484,10693,1,20,5,4,0,1,1
8,626,9901,2,10,5,4,0,1,2
11,660,1758,1,20,8,2,0,0,2
7,800,8176,2,50,8,4,0,1,1
10,76,5289,2,10,5,5,0,1,2
10,88,2677,2,15,4,5,1,1,2
17,1119,4844,2,20,4,6,0,1,2
25,843,1873,1,5,6,2,0,1,1
4,447,11568,2,5,7,4,0,1,2
24,1331,7826,3,25,6,7,0,1,0
6,1076,11424,2,80,8,6,0,1,1
10,356,8113,2,0,8,7,0,0,0
26,1110,3729,1,5,6,3,0,1,1
17,1357,4703,2,30,11,5,0,1,2
26,36,12061,2,5,7,5,0,0,0
10,575,3816,1,5,3,4,0,1,1
21,471,1182,3,55,6,5,0,1,1
6,275,6876,2,15,8,6,1,0,1
17,811,11295,3,35,7,5,0,1,2
6,1170,10542,3,25,5,6,1,1,1
7,423,7831,2,15,4,7,0,1,1
17,805,3943,3,5,10,6,0,1,2
3,574,6691,3,35,6,8,1,0,1
15,1338,8121,2,40,4,5,0,1,1
25,292,229,1,10,6,3,0,1,1
0,462,10250,1,5,3,2,0,1,1
6,384,11974,2,15,5,7,1,0,1
13,1376,884,1,50,5,4,0,1,0
9,445,1370,1,5,18,3,0,0,0
8,501,8329,2,35,18,5,0,1,2
4,1202,7243,2,10,3,5,0,1,1
17,1005,4495,2,0,7,4,0,1,2
20,481,11518,2,5,5,4,0,1,1
22,816,7405,2,20,4,4,0,1,1
24,958,4962,3,995,10,7,0,1,0
8,426,12261,3,45,6,9,0,1,1
11,883,11011,3,10,19,9,0,0,0
20,508,12421,2,0,13,4,0,0,1
27,181,1421,4,20,7,12,0,0,0
22,171,1122,2,15,9,4,0,1,1
0,793,6958,2,45,9,5,0,1,1
0,1405,7683,2,50,12,5,0,1,1
26,1401,3904,1,20,11,3,0,0,1
22,1152,7292,2,10,8,6,1,1,1
29,285,6423,2,0,3,5,0,1,1
20,251,1863,2,10,12,6,0,1,0
4,891,5319,3,15,8,7,0,1,0
17,721,11449,3,15,4,7,0,1,2
0,653,2234,2,25,5,4,0,1,1
13,531,8466,1,25,6,4,0,1,1
7,4,10344,2,30,8,4,0,1,2
17,343,4086,2,10,6,6,0,1,2
27,533,5435,2,40,10,6,1,0,2
20,174,8076,2,15,7,5,0,0,1
10,218,7209,1,10,7,2,0,1,1
6,1253,8759,4,25,6,8,0,0,2
15,1260,5869,3,10,7,5,0,1,1
8,463,4692,1,35,12,2,0,1,1
10,127,2410,3,30,11,7,0,1,1
4,40,3858,2,15,4,5,0,1,1
17,618,2018,3,50,6,6,0,1,2
21,169,12052,2,50,5,4,0,1,1
9,210,9132,2,15,12,5,1,1,1
17,680,273,2,25,18,5,0,1,2
10,405,3753,3,45,4,6,0,1,1
26,1215,10395,2,15,6,7,1,1,1
6,1076,10234,2,0,6,5,0,1,2
3,1229,7251,2,5,9,7,0,1,2
8,374,4551,2,30,5,5,0,1,2
26,1001,6366,1,0,5,2,0,0,0
27,1000,4403,2,30,8,5,0,0,2
21,9,2257,3,10,10,7,0,1,2
6,1108,5245,2,10,13,6,0,1,1
21,1326,4314,1,15,9,3,0,1,2
7,773,10074,2,20,7,5,0,0,2
9,230,1781,2,0,22,7,0,0,0
15,192,4859,1,50,2,3,0,1,1
10,70,627,2,5,8,4,0,1,2
6,1181,12263,2,25,5,7,0,1,0
26,1001,6626,2,10,7,5,0,0,1
10,1174,8867,2,20,5,5,0,1,1
0,1274,2151,2,15,6,6,1,1,2
6,275,7275,1,15,6,2,0,1,1
17,1030,9966,1,5,12,3,0,0,1
4,447,4140,2,20,5,5,0,1,2
6,724,2536,2,5,11,8,0,0,0
27,216,1128,2,20,7,7,0,1,1
21,363,6287,3,85,10,6,0,1,2
11,660,9636,4,90,9,8,0,0,2
27,533,1326,4,80,5,10,1,0,2
17,875,12427,2,15,6,5,0,1,2
21,111,7728,3,0,12,3,0,1,2
20,953,8190,2,5,6,4,0,0,1
